run,dataset,wrap,preproc,filter_type,wi,wf,ordFinal,ordUsed,N,hop,harm,harm_max,harm_ratio,MAE,RMSE,Corr,Score,Nuse,key
5505,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,64,32,0,3,0.2,47.0542162372409,48.649396291315,-0.0825102520158411,-4.05686760692172,3034,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.2)"
5506,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,64,32,0,3,0.5,47.0542162372409,48.649396291315,-0.0825102520158411,-4.05686760692172,3034,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.5)"
5507,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,64,32,1,3,0.2,53.0921664576731,53.7838686866631,-0.080043252926969,-4.5274471986994,3034,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.2)"
5508,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,64,32,1,3,0.5,50.8281200319645,51.8099782791806,-0.130170072674664,-4.39857535024557,3034,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.5)"
5509,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,64,16,0,3,0.2,45.2704241916788,46.9022531823738,-0.103524058625701,-3.9304537076221,3034,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.2)"
5510,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,64,16,0,3,0.5,45.2704241916788,46.9022531823738,-0.103524058625701,-3.9304537076221,3034,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.5)"
5511,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,64,16,1,3,0.2,52.8771150084481,53.5361355153481,-0.0989443873375453,-4.52733798827155,3034,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.2)"
5512,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,64,16,1,3,0.5,49.535156038154,50.7320338438428,-0.106395301386671,-4.27422089808913,3034,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.5)"
5513,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,128,64,0,3,0.2,66.6309176037361,67.5145953411976,-0.163875883907526,-5.74590827546759,2996,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.2)"
5514,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,128,64,0,3,0.5,66.6309176037361,67.5145953411976,-0.163875883907526,-5.74590827546759,2996,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.5)"
5515,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,128,64,1,3,0.2,72.2776930867013,72.4941421034217,-0.285046489893108,-6.31540254767556,2996,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=128 | hop=64 | harm=1(max3,r0.2)"
5516,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,128,64,1,3,0.5,70.585794018377,71.082670469537,-0.316020630214301,-6.21473268011772,2996,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=128 | hop=64 | harm=1(max3,r0.5)"
5517,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,128,32,0,3,0.2,65.4602810636333,66.3651835049627,-0.112317786658818,-5.59750462333924,3009,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=128 | hop=32 | harm=0(max3,r0.2)"
5518,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,128,32,0,3,0.5,65.4602810636333,66.3651835049627,-0.112317786658818,-5.59750462333924,3009,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=128 | hop=32 | harm=0(max3,r0.5)"
5519,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,128,32,1,3,0.2,72.2029738611158,72.4033529003878,-0.271359937097421,-6.2949537268328,3009,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=128 | hop=32 | harm=1(max3,r0.2)"
5520,POLARH2 x phases,1,none,firpm,1.2,2.5,2,64,128,32,1,3,0.5,69.7311229290736,70.0962378444251,-0.21217072455918,-6.0352681324937,3009,"wrap=1 | pre=none | flt=firpm(1.2-2.5Hz,ord2,used64) | N=128 | hop=32 | harm=1(max3,r0.5)"
5521,POLARH2 x phases,1,none,firpm,1.2,3,2,64,32,16,0,3,0.2,16.5129295657407,20.0306433475585,-0.106308941913043,-1.59964353178536,3047,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=32 | hop=16 | harm=0(max3,r0.2)"
5522,POLARH2 x phases,1,none,firpm,1.2,3,2,64,32,16,0,3,0.5,16.5129295657407,20.0306433475585,-0.106308941913043,-1.59964353178536,3047,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=32 | hop=16 | harm=0(max3,r0.5)"
5523,POLARH2 x phases,1,none,firpm,1.2,3,2,64,32,16,1,3,0.2,19.1485486321024,21.207255908215,-0.169365062941954,-1.8337010248209,3047,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=32 | hop=16 | harm=1(max3,r0.2)"
5524,POLARH2 x phases,1,none,firpm,1.2,3,2,64,32,16,1,3,0.5,17.0122424346222,19.5728994999429,-0.0730114718720873,-1.57605357693462,3047,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=32 | hop=16 | harm=1(max3,r0.5)"
5525,POLARH2 x phases,1,none,firpm,1.2,3,2,64,32,8,0,3,0.2,15.3819401383838,18.47812794111,-0.186561397946849,-1.57159600290304,3050,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=32 | hop=8 | harm=0(max3,r0.2)"
5526,POLARH2 x phases,1,none,firpm,1.2,3,2,64,32,8,0,3,0.5,15.3819401383838,18.47812794111,-0.186561397946849,-1.57159600290304,3050,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=32 | hop=8 | harm=0(max3,r0.5)"
5527,POLARH2 x phases,1,none,firpm,1.2,3,2,64,32,8,1,3,0.2,18.9718458641939,20.1474700952092,-0.197852967679378,-1.81802759739604,3050,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=32 | hop=8 | harm=1(max3,r0.2)"
5528,POLARH2 x phases,1,none,firpm,1.2,3,2,64,32,8,1,3,0.5,16.702996809291,18.9642724811312,-0.154205739766405,-1.62149799626866,3050,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=32 | hop=8 | harm=1(max3,r0.5)"
5529,POLARH2 x phases,1,none,firpm,1.2,3,2,64,64,32,0,3,0.2,47.0542162372409,48.649396291315,-0.0825102520158411,-4.05686760692172,3034,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.2)"
5530,POLARH2 x phases,1,none,firpm,1.2,3,2,64,64,32,0,3,0.5,47.0542162372409,48.649396291315,-0.0825102520158411,-4.05686760692172,3034,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.5)"
5531,POLARH2 x phases,1,none,firpm,1.2,3,2,64,64,32,1,3,0.2,53.0921664576731,53.7838686866631,-0.080043252926969,-4.5274471986994,3034,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.2)"
5532,POLARH2 x phases,1,none,firpm,1.2,3,2,64,64,32,1,3,0.5,50.8281200319645,51.8099782791806,-0.130170072674664,-4.39857535024557,3034,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.5)"
5533,POLARH2 x phases,1,none,firpm,1.2,3,2,64,64,16,0,3,0.2,45.2704241916788,46.9022531823738,-0.103524058625701,-3.9304537076221,3034,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.2)"
5534,POLARH2 x phases,1,none,firpm,1.2,3,2,64,64,16,0,3,0.5,45.2704241916788,46.9022531823738,-0.103524058625701,-3.9304537076221,3034,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.5)"
5535,POLARH2 x phases,1,none,firpm,1.2,3,2,64,64,16,1,3,0.2,52.8771150084481,53.5361355153481,-0.0989443873375453,-4.52733798827155,3034,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.2)"
5536,POLARH2 x phases,1,none,firpm,1.2,3,2,64,64,16,1,3,0.5,49.535156038154,50.7320338438428,-0.106395301386671,-4.27422089808913,3034,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.5)"
5537,POLARH2 x phases,1,none,firpm,1.2,3,2,64,128,64,0,3,0.2,66.6309176037361,67.5145953411976,-0.163875883907526,-5.74590827546759,2996,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.2)"
5538,POLARH2 x phases,1,none,firpm,1.2,3,2,64,128,64,0,3,0.5,66.6309176037361,67.5145953411976,-0.163875883907526,-5.74590827546759,2996,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.5)"
5539,POLARH2 x phases,1,none,firpm,1.2,3,2,64,128,64,1,3,0.2,72.2776930867013,72.4941421034217,-0.285046489893108,-6.31540254767556,2996,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=128 | hop=64 | harm=1(max3,r0.2)"
5540,POLARH2 x phases,1,none,firpm,1.2,3,2,64,128,64,1,3,0.5,70.585794018377,71.082670469537,-0.316020630214301,-6.21473268011772,2996,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=128 | hop=64 | harm=1(max3,r0.5)"
5541,POLARH2 x phases,1,none,firpm,1.2,3,2,64,128,32,0,3,0.2,65.4602810636333,66.3651835049627,-0.112317786658818,-5.59750462333924,3009,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=128 | hop=32 | harm=0(max3,r0.2)"
5542,POLARH2 x phases,1,none,firpm,1.2,3,2,64,128,32,0,3,0.5,65.4602810636333,66.3651835049627,-0.112317786658818,-5.59750462333924,3009,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=128 | hop=32 | harm=0(max3,r0.5)"
5543,POLARH2 x phases,1,none,firpm,1.2,3,2,64,128,32,1,3,0.2,72.2029738611158,72.4033529003878,-0.271359937097421,-6.2949537268328,3009,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=128 | hop=32 | harm=1(max3,r0.2)"
5544,POLARH2 x phases,1,none,firpm,1.2,3,2,64,128,32,1,3,0.5,69.7311229290736,70.0962378444251,-0.21217072455918,-6.0352681324937,3009,"wrap=1 | pre=none | flt=firpm(1.2-3Hz,ord2,used64) | N=128 | hop=32 | harm=1(max3,r0.5)"
5545,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,32,16,0,3,0.2,16.5129295657407,20.0306433475585,-0.106308941913043,-1.59964353178536,3047,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=32 | hop=16 | harm=0(max3,r0.2)"
5546,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,32,16,0,3,0.5,16.5129295657407,20.0306433475585,-0.106308941913043,-1.59964353178536,3047,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=32 | hop=16 | harm=0(max3,r0.5)"
5547,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,32,16,1,3,0.2,19.1485486321024,21.207255908215,-0.169365062941954,-1.8337010248209,3047,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=32 | hop=16 | harm=1(max3,r0.2)"
5548,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,32,16,1,3,0.5,17.0122424346222,19.5728994999429,-0.0730114718720873,-1.57605357693462,3047,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=32 | hop=16 | harm=1(max3,r0.5)"
5549,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,32,8,0,3,0.2,15.3819401383838,18.47812794111,-0.186561397946849,-1.57159600290304,3050,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=32 | hop=8 | harm=0(max3,r0.2)"
5550,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,32,8,0,3,0.5,15.3819401383838,18.47812794111,-0.186561397946849,-1.57159600290304,3050,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=32 | hop=8 | harm=0(max3,r0.5)"
5551,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,32,8,1,3,0.2,18.9718458641939,20.1474700952092,-0.197852967679378,-1.81802759739604,3050,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=32 | hop=8 | harm=1(max3,r0.2)"
5552,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,32,8,1,3,0.5,16.702996809291,18.9642724811312,-0.154205739766405,-1.62149799626866,3050,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=32 | hop=8 | harm=1(max3,r0.5)"
5553,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,64,32,0,3,0.2,47.0542162372409,48.649396291315,-0.0825102520158411,-4.05686760692172,3034,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.2)"
5554,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,64,32,0,3,0.5,47.0542162372409,48.649396291315,-0.0825102520158411,-4.05686760692172,3034,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=64 | hop=32 | harm=0(max3,r0.5)"
5555,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,64,32,1,3,0.2,53.0921664576731,53.7838686866631,-0.080043252926969,-4.5274471986994,3034,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.2)"
5556,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,64,32,1,3,0.5,50.8281200319645,51.8099782791806,-0.130170072674664,-4.39857535024557,3034,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=64 | hop=32 | harm=1(max3,r0.5)"
5557,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,64,16,0,3,0.2,45.2704241916788,46.9022531823738,-0.103524058625701,-3.9304537076221,3034,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.2)"
5558,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,64,16,0,3,0.5,45.2704241916788,46.9022531823738,-0.103524058625701,-3.9304537076221,3034,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=64 | hop=16 | harm=0(max3,r0.5)"
5559,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,64,16,1,3,0.2,52.8771150084481,53.5361355153481,-0.0989443873375453,-4.52733798827155,3034,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.2)"
5560,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,64,16,1,3,0.5,49.535156038154,50.7320338438428,-0.106395301386671,-4.27422089808913,3034,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=64 | hop=16 | harm=1(max3,r0.5)"
5561,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,128,64,0,3,0.2,66.6309176037361,67.5145953411976,-0.163875883907526,-5.74590827546759,2996,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.2)"
5562,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,128,64,0,3,0.5,66.6309176037361,67.5145953411976,-0.163875883907526,-5.74590827546759,2996,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=128 | hop=64 | harm=0(max3,r0.5)"
5563,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,128,64,1,3,0.2,72.2776930867013,72.4941421034217,-0.285046489893108,-6.31540254767556,2996,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=128 | hop=64 | harm=1(max3,r0.2)"
5564,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,128,64,1,3,0.5,70.585794018377,71.082670469537,-0.316020630214301,-6.21473268011772,2996,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=128 | hop=64 | harm=1(max3,r0.5)"
5565,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,128,32,0,3,0.2,65.4602810636333,66.3651835049627,-0.112317786658818,-5.59750462333924,3009,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=128 | hop=32 | harm=0(max3,r0.2)"
5566,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,128,32,0,3,0.5,65.4602810636333,66.3651835049627,-0.112317786658818,-5.59750462333924,3009,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=128 | hop=32 | harm=0(max3,r0.5)"
5567,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,128,32,1,3,0.2,72.2029738611158,72.4033529003878,-0.271359937097421,-6.2949537268328,3009,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=128 | hop=32 | harm=1(max3,r0.2)"
5568,POLARH2 x phases,1,none,firpm,1.2,3.5,2,64,128,32,1,3,0.5,69.7311229290736,70.0962378444251,-0.21217072455918,-6.0352681324937,3009,"wrap=1 | pre=none | flt=firpm(1.2-3.5Hz,ord2,used64) | N=128 | hop=32 | harm=1(max3,r0.5)"
5569,POLARH2 x phases,1,none,firpm,0.6,2,6,256,32,16,0,3,0.2,16.5129295657407,20.0306433475585,-0.106308941913043,-1.59964353178536,3047,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=32 | hop=16 | harm=0(max3,r0.2)"
5570,POLARH2 x phases,1,none,firpm,0.6,2,6,256,32,16,0,3,0.5,16.5129295657407,20.0306433475585,-0.106308941913043,-1.59964353178536,3047,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=32 | hop=16 | harm=0(max3,r0.5)"
5571,POLARH2 x phases,1,none,firpm,0.6,2,6,256,32,16,1,3,0.2,19.1485486321024,21.207255908215,-0.169365062941954,-1.8337010248209,3047,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=32 | hop=16 | harm=1(max3,r0.2)"
5572,POLARH2 x phases,1,none,firpm,0.6,2,6,256,32,16,1,3,0.5,17.0122424346222,19.5728994999429,-0.0730114718720873,-1.57605357693462,3047,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=32 | hop=16 | harm=1(max3,r0.5)"
5573,POLARH2 x phases,1,none,firpm,0.6,2,6,256,32,8,0,3,0.2,15.3819401383838,18.47812794111,-0.186561397946849,-1.57159600290304,3050,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=32 | hop=8 | harm=0(max3,r0.2)"
5574,POLARH2 x phases,1,none,firpm,0.6,2,6,256,32,8,0,3,0.5,15.3819401383838,18.47812794111,-0.186561397946849,-1.57159600290304,3050,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=32 | hop=8 | harm=0(max3,r0.5)"
5575,POLARH2 x phases,1,none,firpm,0.6,2,6,256,32,8,1,3,0.2,18.9718458641939,20.1474700952092,-0.197852967679378,-1.81802759739604,3050,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=32 | hop=8 | harm=1(max3,r0.2)"
5576,POLARH2 x phases,1,none,firpm,0.6,2,6,256,32,8,1,3,0.5,16.702996809291,18.9642724811312,-0.154205739766405,-1.62149799626866,3050,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=32 | hop=8 | harm=1(max3,r0.5)"
5577,POLARH2 x phases,1,none,firpm,0.6,2,6,256,64,32,0,3,0.2,47.0542162372409,48.649396291315,-0.0825102520158411,-4.05686760692172,3034,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=64 | hop=32 | harm=0(max3,r0.2)"
5578,POLARH2 x phases,1,none,firpm,0.6,2,6,256,64,32,0,3,0.5,47.0542162372409,48.649396291315,-0.0825102520158411,-4.05686760692172,3034,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=64 | hop=32 | harm=0(max3,r0.5)"
5579,POLARH2 x phases,1,none,firpm,0.6,2,6,256,64,32,1,3,0.2,53.0921664576731,53.7838686866631,-0.080043252926969,-4.5274471986994,3034,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=64 | hop=32 | harm=1(max3,r0.2)"
5580,POLARH2 x phases,1,none,firpm,0.6,2,6,256,64,32,1,3,0.5,50.8281200319645,51.8099782791806,-0.130170072674664,-4.39857535024557,3034,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=64 | hop=32 | harm=1(max3,r0.5)"
5581,POLARH2 x phases,1,none,firpm,0.6,2,6,256,64,16,0,3,0.2,45.2704241916788,46.9022531823738,-0.103524058625701,-3.9304537076221,3034,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=64 | hop=16 | harm=0(max3,r0.2)"
5582,POLARH2 x phases,1,none,firpm,0.6,2,6,256,64,16,0,3,0.5,45.2704241916788,46.9022531823738,-0.103524058625701,-3.9304537076221,3034,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=64 | hop=16 | harm=0(max3,r0.5)"
5583,POLARH2 x phases,1,none,firpm,0.6,2,6,256,64,16,1,3,0.2,52.8771150084481,53.5361355153481,-0.0989443873375453,-4.52733798827155,3034,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=64 | hop=16 | harm=1(max3,r0.2)"
5584,POLARH2 x phases,1,none,firpm,0.6,2,6,256,64,16,1,3,0.5,49.535156038154,50.7320338438428,-0.106395301386671,-4.27422089808913,3034,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=64 | hop=16 | harm=1(max3,r0.5)"
5585,POLARH2 x phases,1,none,firpm,0.6,2,6,256,128,64,0,3,0.2,66.6309176037361,67.5145953411976,-0.163875883907526,-5.74590827546759,2996,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=128 | hop=64 | harm=0(max3,r0.2)"
5586,POLARH2 x phases,1,none,firpm,0.6,2,6,256,128,64,0,3,0.5,66.6309176037361,67.5145953411976,-0.163875883907526,-5.74590827546759,2996,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=128 | hop=64 | harm=0(max3,r0.5)"
5587,POLARH2 x phases,1,none,firpm,0.6,2,6,256,128,64,1,3,0.2,72.2776930867013,72.4941421034217,-0.285046489893108,-6.31540254767556,2996,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=128 | hop=64 | harm=1(max3,r0.2)"
5588,POLARH2 x phases,1,none,firpm,0.6,2,6,256,128,64,1,3,0.5,70.585794018377,71.082670469537,-0.316020630214301,-6.21473268011772,2996,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=128 | hop=64 | harm=1(max3,r0.5)"
5589,POLARH2 x phases,1,none,firpm,0.6,2,6,256,128,32,0,3,0.2,65.4602810636333,66.3651835049627,-0.112317786658818,-5.59750462333924,3009,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=128 | hop=32 | harm=0(max3,r0.2)"
5590,POLARH2 x phases,1,none,firpm,0.6,2,6,256,128,32,0,3,0.5,65.4602810636333,66.3651835049627,-0.112317786658818,-5.59750462333924,3009,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=128 | hop=32 | harm=0(max3,r0.5)"
5591,POLARH2 x phases,1,none,firpm,0.6,2,6,256,128,32,1,3,0.2,72.2029738611158,72.4033529003878,-0.271359937097421,-6.2949537268328,3009,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=128 | hop=32 | harm=1(max3,r0.2)"
5592,POLARH2 x phases,1,none,firpm,0.6,2,6,256,128,32,1,3,0.5,69.7311229290736,70.0962378444251,-0.21217072455918,-6.0352681324937,3009,"wrap=1 | pre=none | flt=firpm(0.6-2Hz,ord6,used256) | N=128 | hop=32 | harm=1(max3,r0.5)"
5593,POLARH2 x phases,1,none,firpm,0.6,3,6,256,32,16,0,3,0.2,16.5129295657407,20.0306433475585,-0.106308941913043,-1.59964353178536,3047,"wrap=1 | pre=none | flt=firpm(0.6-3Hz,ord6,used256) | N=32 | hop=16 | harm=0(max3,r0.2)"
5594,POLARH2 x phases,1,none,firpm,0.6,3,6,256,32,16,0,3,0.5,16.5129295657407,20.0306433475585,-0.106308941913043,-1.59964353178536,3047,"wrap=1 | pre=none | flt=firpm(0.6-3Hz,ord6,used256) | N=32 | hop=16 | harm=0(max3,r0.5)"
5595,POLARH2 x phases,1,none,firpm,0.6,3,6,256,32,16,1,3,0.2,19.1485486321024,21.207255908215,-0.169365062941954,-1.8337010248209,3047,"wrap=1 | pre=none | flt=firpm(0.6-3Hz,ord6,used256) | N=32 | hop=16 | harm=1(max3,r0.2)"
5596,POLARH2 x phases,1,none,firpm,0.6,3,6,256,32,16,1,3,0.5,17.0122424346222,19.5728994999429,-0.0730114718720873,-1.57605357693462,3047,"wrap=1 | pre=none | flt=firpm(0.6-3Hz,ord6,used256) | N=32 | hop=16 | harm=1(max3,r0.5)"
5597,POLARH2 x phases,1,none,firpm,0.6,3,6,256,32,8,0,3,0.2,15.3819401383838,18.47812794111,-0.186561397946849,-1.57159600290304,3050,"wrap=1 | pre=none | flt=firpm(0.6-3Hz,ord6,used256) | N=32 | hop=8 | harm=0(max3,r0.2)"
5598,POLARH2 x phases,1,none,firpm,0.6,3,6,256,32,8,0,3,0.5,15.3819401383838,18.47812794111,-0.186561397946849,-1.57159600290304,3050,"wrap=1 | pre=none | flt=firpm(0.6-3Hz,ord6,used256) | N=32 | hop=8 | harm=0(max3,r0.5)"
5599,POLARH2 x phases,1,none,firpm,0.6,3,6,256,32,8,1,3,0.2,18.9718458641939,20.1474700952092,-0.197852967679378,-1.81802759739604,3050,"wrap=1 | pre=none | flt=firpm(0.6-3Hz,ord6,used256) | N=32 | hop=8 | harm=1(max3,r0.2)"
5600,POLARH2 x phases,1,none,firpm,0.6,3,6,256,32,8,1,3,0.5,16.702996809291,18.9642724811312,-0.154205739766405,-1.62149799626866,3050,"wrap=1 | pre=none | flt=firpm(0.6-3Hz,ord6,used256) | N=32 | hop=8 | harm=1(max3,r0.5)"
