DEVICE INFO,,,,,
UUID,Name,,,,
left,12,11,,,'1762984234861'
left,12,13,,,'1762984234900'
left,12,14,,,'1762984234938'
left,12,14,,,'1762984234977'
left,12,13,,,'1762984235016'
left,12,13,,,'1762984235055'
left,12,13,,,'1762984235094'
left,12,14,,,'1762984235174'
left,12,13,,,'1762984235210'
left,12,11,,,'1762984235288'
left,12,11,,,'1762984235327'
left,12,13,,,'1762984235366'
left,12,14,,,'1762984235405'
left,12,14,,,'1762984235443'
left,12,13,,,'1762984235482'
left,12,11,,,'1762984235521'
left,12,11,,,'1762984235560'
left,12,13,,,'1762984235599'
left,12,13,,,'1762984235677'
left,12,11,,,'1762984235715'
left,12,11,,,'1762984235754'
left,12,14,,,'1762984235832'
left,12,14,,,'1762984235871'
left,12,13,,,'1762984235910'
left,12,11,,,'1762984235948'
left,12,11,,,'1762984235987'
left,12,13,,,'1762984236026'
left,12,14,,,'1762984236065'
left,12,14,,,'1762984236104'
left,12,13,,,'1762984236220'
left,12,14,,,'1762984236259'
left,12,14,,,'1762984236298'
left,12,13,,,'1762984236337'
left,12,11,,,'1762984236376'
left,12,11,,,'1762984236415'
left,12,13,,,'1762984236453'
left,12,14,,,'1762984236531'
left,12,14,,,'1762984236570'
left,12,13,,,'1762984236609'
left,12,13,,,'1762984236687'
left,12,14,,,'1762984236764'
left,12,11,,,'1762984236842'
left,12,11,,,'1762984236881'
left,12,13,,,'1762984236920'
left,12,14,,,'1762984236958'
left,12,14,,,'1762984236997'
left,12,13,,,'1762984237036'
left,12,11,,,'1762984237075'
left,12,11,,,'1762984237114'
left,12,11,,,'1762984237269'
left,12,11,,,'1762984237308'
left,12,13,,,'1762984237347'
left,12,14,,,'1762984237386'
left,12,14,,,'1762984237425'
left,12,13,,,'1762984237463'
left,12,11,,,'1762984237502'
left,12,11,,,'1762984237541'
left,12,13,,,'1762984237580'
left,12,14,,,'1762984237619'
left,12,14,,,'1762984237658'
left,12,13,,,'1762984237697'
left,12,13,,,'1762984237774'
left,12,14,,,'1762984237852'
left,12,14,,,'1762984237891'
left,12,13,,,'1762984237929'
left,12,11,,,'1762984237968'
left,12,11,,,'1762984238007'
left,12,13,,,'1762984238046'
left,12,14,,,'1762984238085'
left,12,14,,,'1762984238124'
left,12,11,,,'1762984238204'
left,12,11,,,'1762984238240'
left,12,13,,,'1762984238279'
left,12,14,,,'1762984238318'
left,12,13,,,'1762984238357'
left,12,11,,,'1762984238396'
left,12,11,,,'1762984238435'
left,12,13,,,'1762984238473'
left,12,14,,,'1762984238512'
left,12,14,,,'1762984238551'
left,12,13,,,'1762984238590'
left,12,11,,,'1762984238667'
left,12,13,,,'1762984238707'
left,12,14,,,'1762984238745'
left,12,14,,,'1762984238786'
left,12,13,,,'1762984238823'
left,12,13,,,'1762984239894'
left,12,14,,,'1762984239928'
left,12,14,,,'1762984239967'
left,12,13,,,'1762984240006'
left,12,11,,,'1762984240045'
left,12,13,,,'1762984240125'
left,12,14,,,'1762984240162'
left,12,14,,,'1762984240200'
left,12,13,,,'1762984240239'
left,12,13,,,'1762984240278'
left,12,13,,,'1762984240317'
left,12,14,,,'1762984240356'
left,12,14,,,'1762984240395'
left,12,13,,,'1762984240433'
left,12,11,,,'1762984240472'
left,12,11,,,'1762984240511'
left,12,13,,,'1762984240550'
left,12,14,,,'1762984240628'
left,12,13,,,'1762984240666'
left,12,11,,,'1762984240705'
left,12,11,,,'1762984240744'
left,12,13,,,'1762984240783'
left,12,14,,,'1762984240861'
left,12,13,,,'1762984240900'
left,12,11,,,'1762984240938'
left,12,11,,,'1762984240977'
left,12,13,,,'1762984241016'
left,12,14,,,'1762984241055'
left,12,13,,,'1762984241135'
left,12,11,,,'1762984241210'
left,12,13,,,'1762984241249'
left,12,14,,,'1762984241288'
left,12,14,,,'1762984241327'
left,12,13,,,'1762984241366'
left,12,13,,,'1762984241405'
left,12,13,,,'1762984241443'
left,12,14,,,'1762984241482'
left,12,14,,,'1762984241521'
left,12,11,,,'1762984241599'
left,12,13,,,'1762984241677'
left,12,14,,,'1762984241715'
left,12,14,,,'1762984241754'
left,12,11,,,'1762984241832'
left,12,11,,,'1762984241871'
left,12,13,,,'1762984241909'
left,12,14,,,'1762984241948'
left,12,13,,,'1762984241987'
left,12,11,,,'1762984242026'
left,12,13,,,'1762984242145'
left,12,14,,,'1762984242181'
left,12,14,,,'1762984242220'
left,12,13,,,'1762984242259'
left,12,11,,,'1762984242298'
left,12,11,,,'1762984242337'
left,12,13,,,'1762984242376'
left,12,14,,,'1762984242415'
left,12,14,,,'1762984242453'
left,12,13,,,'1762984242492'
left,12,13,,,'1762984242531'
left,12,13,,,'1762984242570'
left,12,14,,,'1762984242647'
left,12,13,,,'1762984242686'
left,12,11,,,'1762984242725'
left,12,11,,,'1762984242764'
left,12,13,,,'1762984242803'
left,12,14,,,'1762984242842'
left,12,14,,,'1762984242881'
left,12,13,,,'1762984242919'
left,12,13,,,'1762984242958'
left,12,13,,,'1762984242997'
left,12,14,,,'1762984243036'
left,12,14,,,'1762984243078'
left,12,11,,,'1762984243153'
left,12,11,,,'1762984243191'
left,12,13,,,'1762984243230'
left,12,14,,,'1762984243269'
left,12,14,,,'1762984243347'
left,12,13,,,'1762984243385'
left,12,13,,,'1762984247370'
left,12,13,,,'1762984247409'
left,12,14,,,'1762984247443'
left,12,13,,,'1762984247482'
left,12,11,,,'1762984247521'
left,12,11,,,'1762984247560'
left,12,13,,,'1762984247599'
left,12,13,,,'1762984247715'
left,12,13,,,'1762984247754'
left,12,14,,,'1762984247832'
left,12,14,,,'1762984247871'
left,12,13,,,'1762984247909'
left,12,11,,,'1762984247948'
left,12,11,,,'1762984247987'
left,12,14,,,'1762984248067'
left,12,14,,,'1762984248104'
left,12,13,,,'1762984248143'
left,12,11,,,'1762984248181'
left,12,11,,,'1762984248220'
left,12,13,,,'1762984248259'
left,12,14,,,'1762984248298'
left,12,13,,,'1762984248375'
left,12,11,,,'1762984248414'
left,12,11,,,'1762984248453'
left,12,13,,,'1762984248492'
left,12,14,,,'1762984248531'
left,12,14,,,'1762984248570'
left,12,13,,,'1762984248725'
left,12,13,,,'1762984248803'
left,12,11,,,'1762984248842'
left,12,11,,,'1762984248880'
left,12,13,,,'1762984248919'
left,12,14,,,'1762984248958'
left,12,14,,,'1762984248997'
left,12,13,,,'1762984249039'
left,12,11,,,'1762984249114'
left,12,13,,,'1762984249152'
left,12,14,,,'1762984249230'
left,12,13,,,'1762984249269'
left,12,13,,,'1762984249308'
left,12,13,,,'1762984249347'
left,12,14,,,'1762984249385'
left,12,14,,,'1762984249424'
left,12,13,,,'1762984249463'
left,12,11,,,'1762984249502'
left,12,11,,,'1762984249541'
left,12,13,,,'1762984249618'
left,12,14,,,'1762984249696'
left,12,13,,,'1762984249735'
left,12,11,,,'1762984249813'
left,12,13,,,'1762984249852'
left,12,14,,,'1762984249890'
left,12,13,,,'1762984249929'
left,12,11,,,'1762984249968'
left,12,11,,,'1762984250007'
left,12,14,,,'1762984250087'
left,12,14,,,'1762984250124'
left,12,13,,,'1762984250162'
left,12,11,,,'1762984250240'
left,12,13,,,'1762984250279'
left,12,14,,,'1762984250318'
left,12,14,,,'1762984250357'
left,12,13,,,'1762984250395'
left,12,13,,,'1762984250434'
left,12,13,,,'1762984250473'
left,12,14,,,'1762984250512'
left,12,14,,,'1762984250551'
left,12,13,,,'1762984250590'
left,12,11,,,'1762984250628'
left,12,11,,,'1762984250667'
left,12,13,,,'1762984250706'
left,12,14,,,'1762984250784'
left,12,13,,,'1762984250862'
left,12,13,,,'1762984250900'
left,12,13,,,'1762984250939'
left,12,14,,,'1762984250978'
left,12,14,,,'1762984251017'
left,12,11,,,'1762984251097'
left,12,11,,,'1762984251134'
left,12,13,,,'1762984251172'
left,12,14,,,'1762984251211'
left,12,14,,,'1762984251250'
left,12,13,,,'1762984251289'
left,12,11,,,'1762984251328'
left,12,11,,,'1762984251366'
left,12,13,,,'1762984251406'
left,12,14,,,'1762984251444'
left,12,13,,,'1762984251483'
left,12,11,,,'1762984251522'
left,12,11,,,'1762984251561'
left,12,13,,,'1762984251600'
left,12,14,,,'1762984251638'
left,12,13,,,'1762984251716'
left,12,11,,,'1762984251794'
left,12,13,,,'1762984251833'
left,12,14,,,'1762984251872'
left,12,14,,,'1762984251910'
left,12,13,,,'1762984251949'
left,12,13,,,'1762984251988'
left,12,14,,,'1762984252107'
left,12,14,,,'1762984252144'
left,12,13,,,'1762984252182'
left,12,11,,,'1762984252221'
left,12,11,,,'1762984252260'
left,12,13,,,'1762984252299'
left,12,14,,,'1762984252338'
left,12,14,,,'1762984252376'
left,12,13,,,'1762984252415'
left,12,11,,,'1762984252454'
left,12,11,,,'1762984252493'
left,12,13,,,'1762984252532'
left,12,14,,,'1762984252571'
left,12,13,,,'1762984252610'
left,12,11,,,'1762984252648'
left,12,13,,,'1762984252726'
left,12,14,,,'1762984252765'
left,12,14,,,'1762984252804'
left,12,13,,,'1762984252843'
left,12,11,,,'1762984252882'
left,12,11,,,'1762984252920'
left,12,13,,,'1762984252959'
left,12,14,,,'1762984252998'
left,12,13,,,'1762984253078'
left,12,13,,,'1762984253153'
left,12,14,,,'1762984253192'
left,12,14,,,'1762984253231'
left,12,13,,,'1762984253270'
left,12,11,,,'1762984253348'
left,12,11,,,'1762984253386'
left,12,13,,,'1762984253425'
left,12,14,,,'1762984253464'
left,12,14,,,'1762984253503'
left,12,13,,,'1762984253542'
left,12,13,,,'1762984253581'
left,12,14,,,'1762984253699'
left,12,13,,,'1762984253736'
left,12,11,,,'1762984253775'
left,12,11,,,'1762984253814'
left,12,13,,,'1762984253853'
left,12,14,,,'1762984253892'
left,12,14,,,'1762984253930'
left,12,13,,,'1762984253969'
left,12,11,,,'1762984254008'
left,12,13,,,'1762984254088'
left,12,14,,,'1762984254125'
left,12,13,,,'1762984254163'
left,12,11,,,'1762984254202'
left,12,11,,,'1762984254241'
left,12,13,,,'1762984254280'
left,12,14,,,'1762984254319'
left,12,14,,,'1762984254358'
left,12,13,,,'1762984254396'
left,12,11,,,'1762984254435'
left,12,11,,,'1762984254474'
left,12,13,,,'1762984254513'
left,12,14,,,'1762984254591'
left,12,14,,,'1762984254630'
left,12,13,,,'1762984254668'
left,12,13,,,'1762984254746'
left,12,14,,,'1762984254785'
left,12,14,,,'1762984254824'
left,12,13,,,'1762984254863'
left,12,11,,,'1762984254901'
left,12,11,,,'1762984254940'
left,12,13,,,'1762984254979'
left,12,14,,,'1762984255018'
left,12,13,,,'1762984255098'
left,12,11,,,'1762984255135'
left,12,11,,,'1762984255173'
left,12,13,,,'1762984255212'
left,12,14,,,'1762984255251'
left,12,13,,,'1762984255290'
left,12,11,,,'1762984255329'
left,12,11,,,'1762984255368'
left,12,13,,,'1762984255406'
left,12,14,,,'1762984255445'
left,12,14,,,'1762984255484'
left,12,13,,,'1762984255523'
left,12,11,,,'1762984255562'
left,12,11,,,'1762984255601'
left,12,14,,,'1762984255680'
left,12,14,,,'1762984255717'
left,12,13,,,'1762984255756'
left,12,13,,,'1762984255834'
left,12,13,,,'1762984255873'
left,12,14,,,'1762984255911'
left,12,14,,,'1762984255950'
left,12,13,,,'1762984255989'
left,12,11,,,'1762984256028'
left,12,14,,,'1762984256145'
left,12,14,,,'1762984256183'
left,12,13,,,'1762984256222'
left,12,13,,,'1762984256261'
left,12,13,,,'1762984256300'
left,12,14,,,'1762984256339'
left,12,14,,,'1762984256378'
left,12,13,,,'1762984256416'
left,12,11,,,'1762984256455'
left,12,11,,,'1762984256494'
left,12,13,,,'1762984256533'
left,12,14,,,'1762984256572'
left,12,14,,,'1762984256611'
left,12,13,,,'1762984256650'
left,12,11,,,'1762984256690'
left,12,14,,,'1762984256805'
left,12,13,,,'1762984256844'
left,12,11,,,'1762984256883'
left,12,11,,,'1762984256921'
left,12,13,,,'1762984256960'
left,12,14,,,'1762984256999'
left,12,14,,,'1762984257080'
left,12,11,,,'1762984257155'
left,12,11,,,'1762984257193'
left,12,13,,,'1762984257232'
left,12,14,,,'1762984257271'
left,12,14,,,'1762984257310'
left,12,13,,,'1762984257349'
left,12,13,,,'1762984257388'
left,12,13,,,'1762984257427'
left,12,14,,,'1762984257465'
left,12,14,,,'1762984257504'
left,12,13,,,'1762984257543'
left,12,11,,,'1762984257582'
left,12,13,,,'1762984257660'
left,12,14,,,'1762984257700'
left,12,13,,,'1762984257776'
left,12,11,,,'1762984257815'
left,12,11,,,'1762984257854'
left,12,13,,,'1762984257893'
left,12,14,,,'1762984257932'
left,12,13,,,'1762984257970'
left,12,11,,,'1762984258009'
left,12,14,,,'1762984258126'
left,12,14,,,'1762984258165'
left,12,13,,,'1762984258204'
left,12,11,,,'1762984258242'
left,12,11,,,'1762984258281'
left,12,13,,,'1762984258359'
left,12,14,,,'1762984258398'
left,12,14,,,'1762984258437'
left,12,13,,,'1762984258475'
left,12,13,,,'1762984258514'
left,12,13,,,'1762984258553'
left,12,14,,,'1762984258592'
left,12,14,,,'1762984258631'
left,12,11,,,'1762984258710'
left,12,11,,,'1762984258747'
left,12,13,,,'1762984258786'
left,12,14,,,'1762984258825'
left,12,14,,,'1762984258864'
left,12,13,,,'1762984258903'
left,12,13,,,'1762984258942'
left,12,13,,,'1762984258980'
left,12,14,,,'1762984259019'
left,12,11,,,'1762984259175'
left,12,13,,,'1762984259214'
left,12,14,,,'1762984259252'
left,12,14,,,'1762984259291'
left,12,13,,,'1762984259330'
left,12,11,,,'1762984259369'
left,12,11,,,'1762984259408'
left,12,13,,,'1762984259447'
left,12,14,,,'1762984259486'
left,12,13,,,'1762984259524'
left,12,11,,,'1762984259602'
left,12,13,,,'1762984259796'
left,12,11,,,'1762984259835'
left,12,11,,,'1762984259874'
left,12,13,,,'1762984259913'
left,12,14,,,'1762984259952'
left,12,14,,,'1762984259991'
left,12,13,,,'1762984260030'
left,12,13,,,'1762984260072'
left,12,14,,,'1762984260146'
left,12,14,,,'1762984260185'
left,12,13,,,'1762984260224'
left,12,11,,,'1762984260262'
left,12,11,,,'1762984260302'
left,12,13,,,'1762984260340'
left,12,14,,,'1762984260379'
left,12,14,,,'1762984260418'
left,12,13,,,'1762984260457'
left,12,11,,,'1762984260496'
left,12,11,,,'1762984260534'
left,12,13,,,'1762984260573'
left,12,14,,,'1762984260612'
left,12,13,,,'1762984260651'
left,12,14,,,'1762984260845'
left,12,14,,,'1762984260884'
left,12,13,,,'1762984260923'
left,12,11,,,'1762984260962'
left,12,11,,,'1762984261001'
left,12,13,,,'1762984261040'
left,12,14,,,'1762984261082'
left,12,13,,,'1762984261195'
left,12,13,,,'1762984261234'
left,12,14,,,'1762984261273'
left,12,14,,,'1762984261312'
left,12,13,,,'1762984261350'
left,12,11,,,'1762984261389'
left,12,11,,,'1762984261428'
left,12,13,,,'1762984261467'
left,12,14,,,'1762984261506'
left,12,14,,,'1762984261545'
left,12,13,,,'1762984261583'
left,12,13,,,'1762984261622'
left,12,13,,,'1762984261661'
left,12,14,,,'1762984261701'
left,12,14,,,'1762984261739'
left,12,13,,,'1762984261778'
left,12,11,,,'1762984261816'
left,12,11,,,'1762984261855'
left,12,13,,,'1762984261894'
left,12,14,,,'1762984261933'
left,12,14,,,'1762984261972'
left,12,13,,,'1762984262011'
left,12,11,,,'1762984262053'
left,12,11,,,'1762984262127'
left,12,13,,,'1762984262166'
left,12,14,,,'1762984262205'
left,12,13,,,'1762984262244'
left,12,11,,,'1762984262283'
left,12,11,,,'1762984262322'
left,12,13,,,'1762984262360'
left,12,14,,,'1762984262399'
left,12,14,,,'1762984262438'
left,12,13,,,'1762984262477'
left,12,11,,,'1762984262516'
left,12,11,,,'1762984262555'
left,12,13,,,'1762984262593'
left,12,14,,,'1762984262632'
left,12,14,,,'1762984262671'
left,12,13,,,'1762984262749'
left,12,13,,,'1762984262788'
left,12,14,,,'1762984262827'
left,12,14,,,'1762984262865'
left,12,13,,,'1762984262904'
left,12,11,,,'1762984262943'
left,12,11,,,'1762984262982'
left,12,13,,,'1762984263021'
left,12,14,,,'1762984263102'
left,12,11,,,'1762984263176'
left,12,11,,,'1762984263215'
left,12,13,,,'1762984263254'
left,12,14,,,'1762984263293'
left,12,13,,,'1762984263332'
left,12,11,,,'1762984263371'
left,12,11,,,'1762984263448'
left,12,13,,,'1762984263487'
left,12,14,,,'1762984263526'
left,12,14,,,'1762984263565'
left,12,13,,,'1762984263604'
left,12,11,,,'1762984263642'
left,12,11,,,'1762984263681'
left,12,13,,,'1762984263722'
left,12,14,,,'1762984263798'
left,12,13,,,'1762984263837'
left,12,13,,,'1762984263875'
left,12,13,,,'1762984263914'
left,12,14,,,'1762984263953'
left,12,14,,,'1762984263992'
left,12,13,,,'1762984264031'
left,12,11,,,'1762984264073'
left,12,11,,,'1762984264111'
left,12,13,,,'1762984264147'
left,12,14,,,'1762984264186'
left,12,14,,,'1762984264225'
left,12,13,,,'1762984264264'
left,12,13,,,'1762984264303'
left,12,13,,,'1762984264342'
left,12,14,,,'1762984264381'
left,12,14,,,'1762984264419'
left,12,13,,,'1762984264458'
left,12,11,,,'1762984264497'
left,12,11,,,'1762984264536'
left,12,13,,,'1762984264575'
left,12,14,,,'1762984264614'
left,12,14,,,'1762984264691'
left,12,11,,,'1762984264769'
left,12,11,,,'1762984264808'
left,12,13,,,'1762984264847'
left,12,14,,,'1762984264886'
left,12,13,,,'1762984264925'
left,12,11,,,'1762984264963'
left,12,11,,,'1762984265002'
left,12,13,,,'1762984265041'
left,12,11,,,'1762984265197'
left,12,11,,,'1762984265235'
left,12,13,,,'1762984265274'
left,12,14,,,'1762984265313'
left,12,14,,,'1762984265352'
left,12,13,,,'1762984265391'
left,12,13,,,'1762984265429'
left,12,13,,,'1762984265468'
left,12,14,,,'1762984265507'
left,12,14,,,'1762984265546'
left,12,13,,,'1762984265585'
left,12,11,,,'1762984265624'
left,12,11,,,'1762984265663'
left,12,14,,,'1762984265740'
left,12,14,,,'1762984265779'
left,12,13,,,'1762984265818'
left,12,11,,,'1762984265857'
left,12,11,,,'1762984265935'
left,12,13,,,'1762984265973'
left,12,14,,,'1762984266012'
left,12,13,,,'1762984266051'
left,12,13,,,'1762984266168'
left,12,14,,,'1762984266207'
left,12,14,,,'1762984266245'
left,12,13,,,'1762984266284'
left,12,11,,,'1762984266323'
left,12,11,,,'1762984266362'
left,12,13,,,'1762984266401'
left,12,14,,,'1762984266440'
left,12,13,,,'1762984266479'
left,12,11,,,'1762984266517'
left,12,11,,,'1762984266556'
left,12,13,,,'1762984266595'
left,12,11,,,'1762984266750'
left,12,11,,,'1762984266789'
left,12,13,,,'1762984266828'
left,12,14,,,'1762984266867'
left,12,14,,,'1762984266906'
left,12,13,,,'1762984266945'
left,12,13,,,'1762984266984'
left,12,13,,,'1762984267022'
left,12,14,,,'1762984267103'
left,12,11,,,'1762984267217'
left,12,11,,,'1762984267256'
left,12,13,,,'1762984267294'
left,12,14,,,'1762984267333'
left,12,14,,,'1762984267372'
left,12,13,,,'1762984267411'
left,12,11,,,'1762984267450'
left,12,11,,,'1762984267489'
left,12,13,,,'1762984267528'
left,12,14,,,'1762984267566'
left,12,13,,,'1762984267605'
left,12,11,,,'1762984267644'
left,12,14,,,'1762984267760'
left,12,14,,,'1762984267800'
left,12,13,,,'1762984267838'
left,12,11,,,'1762984267877'
left,12,11,,,'1762984267916'
left,12,13,,,'1762984267955'
left,12,14,,,'1762984267994'
left,12,14,,,'1762984268032'
left,12,13,,,'1762984268111'
left,12,13,,,'1762984268149'
left,12,14,,,'1762984268188'
left,12,14,,,'1762984268227'
left,12,13,,,'1762984268266'
left,12,11,,,'1762984268304'
left,12,11,,,'1762984268343'
left,12,13,,,'1762984268382'
left,12,14,,,'1762984268460'
left,12,14,,,'1762984268499'
left,12,13,,,'1762984268576'
left,12,13,,,'1762984268615'
left,12,14,,,'1762984268654'
left,12,11,,,'1762984268810'
left,12,13,,,'1762984268848'
left,12,14,,,'1762984268887'
left,12,14,,,'1762984268926'
left,12,13,,,'1762984268965'
left,12,11,,,'1762984269004'
left,12,11,,,'1762984269043'
left,12,11,,,'1762984269198'
left,12,13,,,'1762984269276'
left,12,14,,,'1762984269315'
left,12,14,,,'1762984269354'
left,12,13,,,'1762984269392'
left,12,11,,,'1762984269431'
left,12,11,,,'1762984269470'
left,12,13,,,'1762984269509'
left,12,14,,,'1762984269548'
left,12,14,,,'1762984269587'
left,12,13,,,'1762984269625'
left,12,14,,,'1762984269781'
left,12,14,,,'1762984269820'
left,12,13,,,'1762984269858'
left,12,11,,,'1762984269897'
left,12,11,,,'1762984269936'
left,12,13,,,'1762984269975'
left,12,14,,,'1762984270014'
left,12,14,,,'1762984270053'
left,12,11,,,'1762984270169'
left,12,13,,,'1762984270208'
left,12,14,,,'1762984270247'
left,12,13,,,'1762984270286'
left,12,11,,,'1762984270325'
left,12,11,,,'1762984270364'
left,12,13,,,'1762984270402'
left,12,14,,,'1762984270441'
left,12,14,,,'1762984270480'
left,12,11,,,'1762984270558'
left,12,11,,,'1762984270597'
left,12,14,,,'1762984270674'
left,12,13,,,'1762984270752'
left,12,13,,,'1762984270791'
left,12,13,,,'1762984270830'
left,12,14,,,'1762984270869'
left,12,14,,,'1762984270907'
left,12,13,,,'1762984270985'
left,12,11,,,'1762984271024'
left,12,11,,,'1762984271063'
left,12,13,,,'1762984271218'
left,12,13,,,'1762984271257'
left,12,13,,,'1762984271296'
left,12,14,,,'1762984271335'
left,12,14,,,'1762984271374'
left,12,13,,,'1762984271413'
left,12,11,,,'1762984271451'
left,12,11,,,'1762984271490'
left,12,13,,,'1762984271529'
left,12,14,,,'1762984271568'
left,12,14,,,'1762984271607'
left,12,13,,,'1762984271645'
left,12,13,,,'1762984271762'
left,12,14,,,'1762984271801'
left,12,13,,,'1762984271840'
left,12,11,,,'1762984271879'
left,12,11,,,'1762984271917'
left,12,13,,,'1762984271956'
left,12,14,,,'1762984271995'
left,12,14,,,'1762984272034'
left,12,11,,,'1762984272114'
left,12,11,,,'1762984272151'
left,12,14,,,'1762984272267'
left,12,14,,,'1762984272306'
left,12,13,,,'1762984272345'
left,12,13,,,'1762984272384'
left,12,13,,,'1762984272423'
left,12,14,,,'1762984272461'
left,12,14,,,'1762984272500'
left,12,13,,,'1762984272539'
left,12,11,,,'1762984272617'
left,12,13,,,'1762984272656'
left,12,11,,,'1762984272811'
left,12,11,,,'1762984272850'
left,12,13,,,'1762984272889'
left,12,14,,,'1762984272928'
left,12,13,,,'1762984272967'
left,12,11,,,'1762984273005'
left,12,11,,,'1762984273044'
left,12,13,,,'1762984273200'
left,12,11,,,'1762984273239'
left,12,11,,,'1762984273277'
left,12,13,,,'1762984273316'
left,12,14,,,'1762984273355'
left,12,14,,,'1762984273394'
left,12,13,,,'1762984273433'
left,12,13,,,'1762984273510'
left,12,13,,,'1762984273549'
left,12,14,,,'1762984273588'
left,12,13,,,'1762984273666'
left,12,11,,,'1762984273705'
left,12,11,,,'1762984273745'
left,12,13,,,'1762984273782'
left,12,14,,,'1762984273821'
left,12,14,,,'1762984273860'
left,12,13,,,'1762984273899'
left,12,13,,,'1762984273938'
left,12,13,,,'1762984273977'
left,12,14,,,'1762984274015'
left,12,14,,,'1762984274054'
left,12,11,,,'1762984274171'
left,12,13,,,'1762984274210'
left,12,14,,,'1762984274249'
left,12,14,,,'1762984274287'
left,12,13,,,'1762984274326'
left,12,11,,,'1762984274365'
left,12,11,,,'1762984274404'
left,12,13,,,'1762984274443'
left,12,14,,,'1762984274482'
left,12,13,,,'1762984274520'
left,12,11,,,'1762984274559'
left,12,11,,,'1762984274598'
left,12,13,,,'1762984274637'
left,12,14,,,'1762984274755'
left,12,13,,,'1762984274792'
left,12,11,,,'1762984274831'
left,12,11,,,'1762984274870'
left,12,13,,,'1762984274909'
left,12,14,,,'1762984274948'
left,12,14,,,'1762984274987'
left,12,13,,,'1762984275026'
left,12,13,,,'1762984275064'
left,12,14,,,'1762984275145'
left,12,14,,,'1762984275181'
left,12,13,,,'1762984275220'
left,12,11,,,'1762984275259'
left,12,11,,,'1762984275298'
left,12,13,,,'1762984275336'
left,12,14,,,'1762984275375'
left,12,14,,,'1762984275414'
left,12,13,,,'1762984275453'
left,12,11,,,'1762984275492'
left,12,11,,,'1762984275531'
left,12,13,,,'1762984275570'
